profile_id,user_id,programme,university,gpa,expected_graduation,year_of_study,internship_count,project_count,certification_count,target_role,career_interests,is_complete,created_at,updated_at
4cd05266-aa37-5747-eeea-2440e07b67ac,c9730ac7-e065-c965-6741-89ddba168b81,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.77,June 2027,3,1,0,0,Data Analyst,"{""Business Intelligence"",""Data Analytics""}",False,2026-08-19 22:41:00,2026-08-19 22:41:00
b3f13340-c79d-fff2-4400-d880cfe81127,af536e5d-716c-5822-f2ad-ee89ba6468a7,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.44,June 2027,4,0,1,0,Software Developer,"{""Backend Development""}",True,2026-08-13 16:35:00,2026-08-13 16:35:00
e9097b7f-8e40-49fd-62cc-9e862ae9020a,b35a2abc-c55e-6930-af3d-c2201bcdcf54,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.54,June 2027,3,1,2,1,Software Developer,"{""Mobile Development"",""Software Engineering""}",True,2026-09-01 23:24:00,2026-09-01 23:24:00
e64ada04-453d-2692-e712-2271d377b384,22959ad0-2c8b-b53f-ff0f-bb571c5fcaa2,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.11,December 2028,2,0,0,0,Web Developer,"{""UI/UX"",""Web Development""}",True,2026-08-02 05:08:00,2026-08-02 05:08:00
15eccb41-49dc-36b1-9e68-074454add576,9d366db6-d05b-8076-fd05-676e636b91ff,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.1,June 2027,3,0,2,0,Cybersecurity Analyst,"{""Digital Forensics"",""Network Security"",""Cybersecurity""}",True,2026-07-31 10:41:00,2026-07-31 10:41:00
30100924-67b7-7af8-bf99-2c0a2ae15997,8f22f83c-a375-8680-a52e-dd067b46bbd9,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.21,December 2026,4,0,2,0,Web Developer,"{""Frontend Development""}",True,2026-07-30 12:03:00,2026-07-30 12:03:00
c7859adf-9a35-5aef-198a-6f3f5d61c8f8,3547ee59-d8a9-2948-1504-87ca8fd5f596,Bachelor of Computer Science (Cloud Computing),Swinburne University of Technology (INTI International College Subang),3.11,June 2027,3,0,3,1,Cloud Engineer,"{""Infrastructure"",""DevOps"",""Cloud Computing""}",True,2026-07-06 00:54:00,2026-07-06 00:54:00
219f6546-eaa9-5269-48a5-24950d3d0c15,986d5752-468e-6e95-ce2d-422eca7351a8,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),3.99,June 2027,3,0,2,2,Software Developer,"{""Software Engineering""}",True,2026-08-01 08:38:00,2026-08-01 08:38:00
adec12e5-a478-bdc2-0b77-147ad715d4ed,e257b542-43ac-156a-d0c9-db288cb7c456,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),3.4,December 2026,4,1,4,1,Cybersecurity Analyst,"{""Digital Forensics"",""Cybersecurity""}",True,2026-07-05 06:41:00,2026-07-05 06:41:00
595ac616-4840-a43c-e840-0a0068929e9b,ba724eed-f930-9ddf-fd4e-70fab2c0d62e,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),3.1,June 2027,4,1,3,1,Cloud Engineer,"{""Infrastructure"",""Cloud Computing"",""DevOps""}",True,2026-09-19 11:55:00,2026-09-19 11:55:00
061958c6-28f2-e622-ccb0-45e884b77d59,1bd30419-6250-46fd-f1fe-14676662c9d6,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),3.36,December 2027,4,0,0,1,Cybersecurity Analyst,"{""Digital Forensics"",""Network Security"",""Cybersecurity""}",False,2026-09-02 19:30:00,2026-09-02 19:30:00
581b3151-883f-b047-247e-62ca068b5fd8,def1aaa8-cb63-0202-e5ba-a059299b7c48,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.15,December 2028,2,0,0,0,Data Scientist,"{""Data Science"",""Artificial Intelligence"",""Machine Learning""}",False,2026-09-10 13:11:00,2026-09-10 13:11:00
ea5719b4-2bc1-d06a-5044-544cd155702a,91cbd6c4-337f-5a59-9159-b273cbc89d2f,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.07,December 2026,4,1,2,1,Data Analyst,"{""Data Analytics"",""Data Science"",""Business Intelligence""}",True,2026-09-04 10:51:00,2026-09-04 10:51:00
ffadec14-1bf7-80a2-6fb7-0b9a301bf82b,2c7a059f-0d66-a3ea-5316-767cf773cd66,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.01,December 2027,3,1,3,1,Software Developer,"{""Mobile Development"",""Software Engineering"",""Backend Development""}",True,2026-08-07 20:08:00,2026-08-07 20:08:00
8f68cb5a-092e-ef4f-16ee-514336126745,032e6a86-62e8-9de5-905f-6c7d0ba8d057,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.82,December 2027,3,0,3,2,Software Developer,"{""Backend Development""}",True,2026-07-30 07:58:00,2026-07-30 07:58:00
eea876cb-931d-0666-cea9-144402d81460,961c144b-c944-39c4-0890-6b98360205d9,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.9,June 2028,2,0,2,0,Cybersecurity Analyst,"{""Cybersecurity"",""Network Security"",""Digital Forensics""}",True,2026-07-28 23:04:00,2026-07-28 23:04:00
aef6ada0-2ddb-a772-891c-5f1fb1c76e22,58bf3df2-c021-6984-d28e-787f64d0bc50,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.06,December 2027,3,1,1,2,Data Analyst,"{""Data Analytics""}",True,2026-07-26 01:52:00,2026-07-26 01:52:00
6fb8e562-463b-6a18-99b5-aac434e83f89,e59ba3f8-2581-52c8-6a7b-68f3074a1822,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.4,June 2026,4,0,2,0,Cybersecurity Analyst,"{""Network Security"",""Digital Forensics"",""Cybersecurity""}",False,2026-08-14 13:20:00,2026-08-14 13:20:00
bea1c3fa-49a3-e7ca-5578-6527af7b6e16,7afbb3e6-8674-fad2-4343-3f1b1e5aaf93,Bachelor of Computer Science (Cybersecurity),Swinburne University of Technology (INTI International College Subang),2.16,December 2028,2,0,1,0,Cybersecurity Analyst,"{""Network Security"",""Cybersecurity""}",True,2026-09-03 11:50:00,2026-09-03 11:50:00
0fc975a1-7dc3-189d-c707-73778c404586,9d2494ae-bab4-385c-9895-21fe9a125485,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.23,December 2027,3,0,2,2,Web Developer,"{""UI/UX"",""Frontend Development"",""Web Development""}",True,2026-08-25 17:31:00,2026-08-25 17:31:00
8b6a5839-1f94-8a40-40cf-3b959214af24,edab339b-3fbe-b0b0-a2fe-06e0db0c588e,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.51,December 2029,1,0,2,2,Data Scientist,"{""Data Science"",""Machine Learning"",""Artificial Intelligence""}",True,2026-07-15 11:28:00,2026-07-15 11:28:00
4566e004-5756-a13c-abfd-d5adeef17071,c03bd66a-d365-99a3-a12e-1412ccb46860,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.98,June 2028,2,0,4,2,Software Developer,"{""Software Engineering""}",True,2026-07-23 01:02:00,2026-07-23 01:02:00
af296772-e730-9fb2-f2b9-f4fd6e334220,0107382e-85a6-6907-323e-c3f988c7cb27,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.25,June 2027,4,0,3,0,Data Analyst,"{""Data Analytics"",""Business Intelligence""}",True,2026-09-15 16:19:00,2026-09-15 16:19:00
4dfc2955-999f-697b-9edc-839cbb58c6b4,0d17c70c-e45e-b54d-e65c-a04a9e949904,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),3.03,June 2027,4,1,2,1,Cybersecurity Analyst,"{""Digital Forensics"",""Network Security"",""Cybersecurity""}",True,2026-09-02 08:17:00,2026-09-02 08:17:00
52246a13-e2c4-d446-b1eb-330f302baa55,faac4165-7659-9e68-e760-93da45c903bf,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.37,December 2029,1,0,2,2,Web Developer,"{""UI/UX"",""Web Development"",""Frontend Development""}",True,2026-07-15 16:40:00,2026-07-15 16:40:00
16f68b93-12e7-eff6-dc07-437013aa2e20,ace45a6b-76fe-1479-d364-204ed11e16e8,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.16,June 2028,2,0,3,2,Software Developer,"{""Software Engineering"",""Backend Development""}",True,2026-08-08 07:29:00,2026-08-08 07:29:00
0a433e4b-6112-2cf5-8a73-cda5bba3e6b4,79e4c872-c03e-530e-c9bd-d7da7b028876,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.29,December 2028,2,0,2,2,Data Scientist,"{""Artificial Intelligence""}",True,2026-09-10 15:35:00,2026-09-10 15:35:00
8b8a5ec9-8a08-cc25-615f-99b5472ef974,35bfab7d-c295-6351-31ac-f46f3eaf4f46,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.19,June 2028,2,0,2,2,Software Developer,"{""Mobile Development"",""Software Engineering""}",True,2026-09-18 05:32:00,2026-09-18 05:32:00
9ff64944-de41-0dbb-070d-5c8e202cb8c1,fb972303-7b21-7327-edcb-6f61c85840cd,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.64,December 2028,2,0,3,1,Web Developer,"{""Web Development""}",False,2026-07-24 14:23:00,2026-07-24 14:23:00
592dbe19-1f44-bb3d-d31e-a4b1d3041b57,cdc3f047-9e4e-c643-8111-98f41c674756,Bachelor of Computer Science (Cloud Computing),Swinburne University of Technology (INTI International College Subang),2.22,June 2027,3,0,1,1,Cloud Engineer,"{""DevOps""}",False,2026-08-13 03:11:00,2026-08-13 03:11:00
09448508-6d2c-0ed1-619a-8c65237048f3,f8186d58-b7bc-a02c-01da-3f5a90fca244,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.12,December 2026,4,1,4,2,Data Analyst,"{""Data Science"",""Data Analytics"",""Business Intelligence""}",True,2026-09-19 22:54:00,2026-09-19 22:54:00
1c1aa43e-9f93-cc2e-673a-232f90533c65,cd3a38b8-0d1c-ed5c-ffac-595e0a1ad9cc,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.94,December 2029,1,0,1,2,Software Developer,"{""Software Engineering"",""Backend Development""}",False,2026-07-02 06:58:00,2026-07-02 06:58:00
ead0fcdc-b5c1-2a1d-1e40-f25834592b56,6f394f93-a2ab-6e15-343a-a9dbe4cb59e9,Bachelor of Computer Science (Cybersecurity),Swinburne University of Technology (INTI International College Subang),2.57,December 2027,3,0,1,0,Cybersecurity Analyst,"{""Network Security"",""Digital Forensics""}",True,2026-08-11 10:20:00,2026-08-11 10:20:00
f1a2008c-78de-338e-90f9-e4e887e87a64,43fdc972-aee2-bea2-ae09-ba7ea1e937e9,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.71,June 2028,2,0,2,0,Software Developer,"{""Software Engineering"",""Mobile Development""}",False,2026-08-06 00:44:00,2026-08-06 00:44:00
87778ff6-ffe4-08dc-344f-3b8407aa6f5f,1bb18e52-1009-e17d-1299-0f95d7fc5bb9,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.04,June 2027,4,1,1,0,Data Analyst,"{""Business Intelligence""}",True,2026-08-24 20:54:00,2026-08-24 20:54:00
6e8db18c-0461-6e86-0f2c-da12ed516e61,b9a49f92-cfc4-30a8-fb71-b4b874a09ef3,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),2.38,December 2027,3,0,1,0,Web Developer,"{""Frontend Development"",""Web Development""}",True,2026-07-17 07:11:00,2026-07-17 07:11:00
e9ff0c7e-e33d-6d74-1eb4-f95e55ec08a9,95888ca6-39d6-032f-a3c4-49bad478adb4,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.01,December 2029,1,0,2,1,Web Developer,"{""Web Development"",""UI/UX""}",True,2026-07-03 13:54:00,2026-07-03 13:54:00
1af0d2e3-f637-5d33-302b-de19821df017,09fa900d-51f6-8614-79b4-2e6e1f286a6b,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.13,December 2027,3,1,1,2,Data Analyst,"{""Data Science"",""Business Intelligence"",""Data Analytics""}",False,2026-07-28 10:02:00,2026-07-28 10:02:00
bf897a14-9141-2d4b-b6e8-394255ee1dd6,f3674ccd-8162-432d-69f6-f22323157089,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),2.66,December 2029,1,0,2,1,Software Developer,"{""Mobile Development"",""Backend Development""}",True,2026-07-15 17:05:00,2026-07-15 17:05:00
5e875cee-587f-2697-aafc-ebc12b36ca6e,ccb33b3a-46e2-61d7-fd38-ecb4cd6aa26d,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.07,December 2027,3,1,2,1,Web Developer,"{""UI/UX"",""Frontend Development""}",True,2026-08-01 12:55:00,2026-08-01 12:55:00
73c1e6f6-412d-0d42-7e81-a086c9282d8b,082b718e-7cf8-e62e-5405-f44ad848c01f,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.05,December 2028,2,0,2,2,Cloud Engineer,"{""Infrastructure"",""DevOps""}",True,2026-07-22 04:50:00,2026-07-22 04:50:00
47b1472d-1fd8-9aac-07df-fb3558eb2d02,d7ad1109-a4ca-9fcc-29c6-90153e3cc0d5,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.6,June 2028,2,0,1,0,Data Analyst,"{""Business Intelligence"",""Data Analytics""}",True,2026-09-06 12:12:00,2026-09-06 12:12:00
27edfbd0-dc40-1205-bdf0-af615f2dc50c,ece436a6-0238-6c44-95a2-392dde0f406e,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.32,June 2027,3,1,4,2,Web Developer,"{""Frontend Development"",""Web Development"",""UI/UX""}",True,2026-07-02 22:53:00,2026-07-02 22:53:00
7c9cd1c5-961b-47d8-b460-808333841cca,a4e8b493-2c5d-f9ff-7c4d-54495b1c8af3,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.24,December 2027,4,0,0,1,Software Developer,"{""Mobile Development""}",True,2026-07-20 20:22:00,2026-07-20 20:22:00
f57924e9-bab5-06c0-6d1f-2ec648171692,f7e070a5-6199-6933-90b3-2f062d3fa620,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.28,June 2026,4,0,2,0,Data Analyst,"{""Data Science"",""Business Intelligence""}",True,2026-07-12 13:45:00,2026-07-12 13:45:00
d5daa879-3860-2ba7-45b1-bf2f7125419e,7c7aaf0a-e2cf-bef4-878b-7f8d5eab9cd7,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.21,December 2027,4,1,1,0,Software Developer,"{""Backend Development"",""Software Engineering"",""Mobile Development""}",False,2026-07-14 16:05:00,2026-07-14 16:05:00
5415467f-d2fe-d451-2427-20d8f2ff194f,eb84a38f-71c1-f758-5a3d-d12286335b7f,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.16,June 2027,3,0,3,2,Web Developer,"{""UI/UX"",""Frontend Development"",""Web Development""}",True,2026-07-20 13:51:00,2026-07-20 13:51:00
297d147a-5278-0203-1ff2-2432811c4e2f,0292f9b4-d02c-625d-bbea-cc54db27eef2,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.39,June 2026,4,0,2,0,Web Developer,"{""Web Development"",""Frontend Development""}",True,2026-07-03 02:03:00,2026-07-03 02:03:00
63af34c8-c620-ea0d-2555-45eb14936525,8c64b6f1-6894-f3b3-812f-124076aaf9aa,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),2.9,June 2029,1,0,3,2,Web Developer,"{""UI/UX"",""Frontend Development""}",True,2026-08-20 23:02:00,2026-08-20 23:02:00
c4441aa6-a12e-ba71-b15e-661d251ff44c,e394ab5c-0cb9-7406-1814-dcf2fa95a115,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.47,June 2027,4,0,3,1,Software Developer,"{""Mobile Development"",""Backend Development""}",True,2026-07-26 06:58:00,2026-07-26 06:58:00
444a48bb-1041-0c88-8eff-8e10b6e9aadc,e891e063-974a-7583-b31e-9ccf8da3969e,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.1,June 2028,2,0,1,2,Data Scientist,"{""Machine Learning"",""Data Science"",""Artificial Intelligence""}",False,2026-08-25 08:31:00,2026-08-25 08:31:00
b9eee369-1252-3978-7f0a-1e215ab91f97,4ffdfafc-77c1-154e-8294-d41139ac9064,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.98,June 2028,2,0,1,0,Data Scientist,"{""Artificial Intelligence""}",True,2026-08-29 08:07:00,2026-08-29 08:07:00
f7455feb-b22e-3fe9-b838-07dded1e7f20,ff3d0c81-7a25-38b3-f310-c638facffd4b,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.49,December 2028,2,0,0,0,Cloud Engineer,"{""DevOps"",""Infrastructure""}",True,2026-08-28 18:29:00,2026-08-28 18:29:00
972fe019-64f0-97ab-d04d-4c7cf9501991,37b642bf-ed3f-b6a3-d10e-58c13307e7b5,Bachelor of Computer Science (Cloud Computing),Swinburne University of Technology (INTI International College Subang),2.76,June 2028,2,0,1,1,Cloud Engineer,"{""Cloud Computing"",""DevOps""}",True,2026-07-26 07:37:00,2026-07-26 07:37:00
df30a893-481f-77e4-cfb5-15128e346e78,3c8e35e9-b785-06e7-34fa-67ca7e375e9d,Bachelor of Information Technology (Network Security),Swinburne University of Technology (INTI International College Subang),2.77,June 2029,1,0,1,1,Cloud Engineer,"{""Cloud Computing"",""Infrastructure""}",True,2026-08-14 04:51:00,2026-08-14 04:51:00
560a7076-305f-1839-23e7-9b0317362875,b51580bc-c35e-efef-03de-ff558cb20032,Bachelor of Computer Science (Cloud Computing),Swinburne University of Technology (INTI International College Subang),2.44,June 2026,4,1,1,0,Cloud Engineer,"{""DevOps"",""Infrastructure"",""Cloud Computing""}",True,2026-07-05 19:46:00,2026-07-05 19:46:00
f59852b1-cb00-1aa6-7083-0c84a32cd8cb,2bf791a3-36a6-63e9-1bb0-7cb570d4b231,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.9,December 2028,2,0,2,0,Software Developer,"{""Backend Development"",""Software Engineering"",""Mobile Development""}",True,2026-08-03 00:01:00,2026-08-03 00:01:00
158b2335-18bd-566a-9644-79fa6f4460f0,4bc4fdfc-d76b-e358-5500-f7d3bab8d091,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.59,December 2027,3,0,0,0,Data Scientist,"{""Data Science"",""Artificial Intelligence""}",False,2026-08-01 08:09:00,2026-08-01 08:09:00
a0dea76e-9e78-0ba3-2667-85a5bf9ea33c,b6db8696-8065-cf6c-862e-2eacc7ea4df9,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.33,December 2028,2,0,3,2,Web Developer,"{""UI/UX"",""Web Development""}",True,2026-07-07 23:49:00,2026-07-07 23:49:00
2235bcf3-09ea-85bc-5559-6ce8cd06d16f,d5e0bc9e-e890-9be7-0ae7-c9c7ee9e4167,Bachelor of Software Engineering,Swinburne University of Technology (INTI International College Subang),2.1,December 2028,2,0,0,0,Web Developer,"{""UI/UX"",""Web Development""}",True,2026-07-31 23:28:00,2026-07-31 23:28:00
85e05724-5ba3-61c2-002a-8253b73b7364,ceaca75b-ae93-e4aa-ed6b-2a47d0146f98,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.84,December 2027,4,0,2,0,Data Scientist,"{""Data Science"",""Artificial Intelligence"",""Machine Learning""}",False,2026-07-14 13:07:00,2026-07-14 13:07:00
ed584345-b19a-5a11-347f-c9f0b5d9b8cd,e5f00ebc-7fab-189e-2c84-c329d9256351,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.33,December 2028,2,0,2,2,Web Developer,"{""UI/UX"",""Web Development"",""Frontend Development""}",False,2026-07-08 14:18:00,2026-07-08 14:18:00
cc9b5903-966c-9708-1686-2101ba380355,606a6f9d-6936-9ddb-6717-5926a7df0ff9,Bachelor of Computer Science (Cybersecurity),Swinburne University of Technology (INTI International College Subang),3.13,June 2027,3,0,1,1,Cybersecurity Analyst,"{""Digital Forensics"",""Network Security"",""Cybersecurity""}",True,2026-07-19 18:40:00,2026-07-19 18:40:00
efb76da2-1527-889d-b693-1285349bad70,0d228264-3ec1-def4-bf62-fe8b3e17e76f,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.36,June 2027,3,0,0,1,Software Developer,"{""Mobile Development""}",True,2026-08-19 11:14:00,2026-08-19 11:14:00
6141b9df-4c6f-ab9b-dc66-3ddca20b9638,cfdbb82b-b275-626b-47b2-251cc6e7fd35,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.4,June 2027,3,1,3,2,Data Scientist,"{""Artificial Intelligence"",""Machine Learning""}",True,2026-09-07 23:00:00,2026-09-07 23:00:00
01fc79e4-35db-da9a-b2af-333382cf303d,243b89b6-2969-20d3-a388-912566bb653c,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.11,December 2028,2,1,3,1,Software Developer,"{""Mobile Development"",""Backend Development""}",True,2026-08-16 11:26:00,2026-08-16 11:26:00
e8053392-2d12-694e-b63e-7fe19d0ede28,52e55157-837c-73cf-f77a-cc41d830adc6,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.3,December 2029,1,0,1,2,Web Developer,"{""Frontend Development"",""Web Development""}",False,2026-08-13 17:09:00,2026-08-13 17:09:00
d5ac8ba3-2d32-088f-bd88-6452c707614d,cff08785-9355-c553-e7df-3b36a72d216f,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.05,December 2027,3,1,2,0,Data Analyst,"{""Data Science""}",True,2026-07-04 02:26:00,2026-07-04 02:26:00
76ecf536-2d00-f732-ee40-e000f2348c79,0e55d84f-29b0-cd9f-988b-0a6fe403b183,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.68,June 2027,3,1,3,2,Data Analyst,"{""Data Analytics""}",True,2026-07-16 00:58:00,2026-07-16 00:58:00
ea88d03f-9f4c-dbea-b4fc-92283e5c4796,a9e1be00-674a-ee26-9f75-237e88d381f7,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),2.24,June 2028,2,0,0,0,Data Analyst,"{""Business Intelligence"",""Data Science"",""Data Analytics""}",False,2026-08-14 16:20:00,2026-08-14 16:20:00
f5532a95-4743-e975-e139-850849f1b51b,3d2a802f-ca3c-ce1a-3158-1afbbd6d6ac3,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.48,June 2027,3,0,2,0,Web Developer,"{""UI/UX""}",True,2026-09-18 05:45:00,2026-09-18 05:45:00
433d1c93-7ee4-c93f-d8c0-458ad9292927,1751b6f3-48a7-9876-96fc-fcc92b52ed07,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.97,June 2027,4,0,2,0,Cloud Engineer,"{""Cloud Computing"",""Infrastructure"",""DevOps""}",True,2026-07-20 18:18:00,2026-07-20 18:18:00
5c94d276-1ad5-cd73-9098-3a761b73b5ab,20991ca8-071d-9e19-5f8e-62671fdd6d35,Bachelor of Computer Science (Artificial Intelligence),Swinburne University of Technology (INTI International College Subang),3.0,December 2027,3,0,2,2,Data Analyst,"{""Data Science"",""Data Analytics"",""Business Intelligence""}",True,2026-07-04 20:26:00,2026-07-04 20:26:00
b21e870b-1ed2-2dd5-769b-4846b2249eaf,6054d0e0-3e79-d86f-9dd5-98ffffcc0968,Bachelor of Information Technology (Business Analytics),Swinburne University of Technology (INTI International College Subang),3.45,June 2029,1,0,3,2,Data Analyst,"{""Business Intelligence""}",True,2026-08-19 08:07:00,2026-08-19 08:07:00
83fc7eda-c63b-4662-2e5c-3e02607816a9,f500e349-6cd1-3ca7-d1f4-f282fd3d58b5,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),3.19,June 2027,3,0,2,1,Software Developer,"{""Software Engineering"",""Backend Development"",""Mobile Development""}",True,2026-07-25 07:19:00,2026-07-25 07:19:00
ecd6438c-1756-eb9f-3df4-539bce9edf46,5ad1ce93-aca0-5b68-9651-682ab3dcda56,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.39,December 2028,2,0,2,0,Software Developer,"{""Mobile Development"",""Backend Development""}",True,2026-09-11 22:30:00,2026-09-11 22:30:00
9e8240ee-7117-891d-7a43-4a597b0c0ed9,6f9aa019-e73a-5fd3-f7ab-26027b9f476e,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),3.42,June 2028,2,0,3,2,Cloud Engineer,"{""DevOps""}",False,2026-07-01 12:35:00,2026-07-01 12:35:00
5cb64685-372d-4123-a242-b3a964f9e8f8,cdafed87-3cb2-1a33-afae-414aba57ec03,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),3.47,December 2027,3,1,3,1,Data Scientist,"{""Data Science"",""Machine Learning""}",True,2026-08-10 08:10:00,2026-08-10 08:10:00
9b9cc0b8-a905-d919-57dd-ab10b00bdd01,43b274f3-1d95-0d59-d987-746b2c6cf5dd,Bachelor of Computer Science (Cybersecurity),Swinburne University of Technology (INTI International College Subang),2.96,December 2027,3,0,3,2,Cybersecurity Analyst,"{""Cybersecurity""}",True,2026-07-29 06:06:00,2026-07-29 06:06:00
0dc784b3-0225-30f2-67d2-f6740359c6cb,407c86a7-e91e-5870-f4f6-c03420859c6f,Bachelor of Computer Science (Data Science),Swinburne University of Technology (INTI International College Subang),2.93,June 2027,3,1,2,0,Data Analyst,"{""Data Science""}",True,2026-07-02 10:45:00,2026-07-02 10:45:00
515f3296-b6e2-1ec8-1caa-5510802ec595,9e8c8d77-3681-17cc-5c6d-cbdba2469398,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.78,December 2027,3,0,0,1,Cloud Engineer,"{""Cloud Computing"",""DevOps"",""Infrastructure""}",True,2026-09-12 05:08:00,2026-09-12 05:08:00
504874e3-7197-42c7-f389-c317df923e78,07193fde-f0fb-8675-351c-c863d98ff1a5,Bachelor of Computer Science (Software Development),Swinburne University of Technology (INTI International College Subang),2.74,June 2026,4,1,2,1,Web Developer,"{""Frontend Development""}",False,2026-08-13 03:58:00,2026-08-13 03:58:00
12f66e8d-09da-9bc9-b25b-3097bac142d6,ab476e07-a35d-4fe6-9167-05110c7e4acf,Bachelor of Information Technology (Business Analytics),Swinburne University of Technology (INTI International College Subang),3.36,June 2027,3,0,4,1,Data Analyst,"{""Data Science"",""Data Analytics""}",True,2026-09-08 12:26:00,2026-09-08 12:26:00
cd9ac0e4-dc01-24b9-71ed-9b3cea8c300b,39a2bd01-3d73-745d-925c-318afc8b5d17,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.98,June 2026,4,0,2,0,Software Developer,"{""Backend Development""}",False,2026-08-03 20:33:00,2026-08-03 20:33:00
0ff34491-c8c2-7e14-bcea-19ec28c7476f,aa16ab7f-dfd2-5814-90d7-d926fd2cc41b,Bachelor of Information Technology,Swinburne University of Technology (INTI International College Subang),2.67,December 2027,3,0,2,1,Web Developer,"{""Web Development""}",False,2026-08-07 04:51:00,2026-08-07 04:51:00
